# Iter Ux Uy Fx Fy
2, 1.440672839350e+02, 5.907585499139e+01, -5.625681419928e+00, 7.971519421109e+00
3, 1.440603510673e+02, 6.268588000424e+01, -5.490901343755e+00, 7.668895319650e+00
4, 1.440567504550e+02, 6.505242289697e+01, -5.395565524410e+00, 7.470524862183e+00
5, 1.440549517104e+02, 6.652098466116e+01, -5.334005733062e+00, 7.347420415109e+00
6, 1.440538043397e+02, 6.744262728006e+01, -5.294694468203e+00, 7.270154704134e+00
7, 1.440529055101e+02, 6.803065098657e+01, -5.269480038985e+00, 7.220854841879e+00
8, 1.440520024213e+02, 6.841002662426e+01, -5.253250277749e+00, 7.189053695874e+00
9, 1.440514104406e+02, 6.865336909330e+01, -5.242940303557e+00, 7.168651072506e+00
10, 1.440507490167e+02, 6.880842734106e+01, -5.236498041415e+00, 7.155654646687e+00
11, 1.440504241062e+02, 6.886299640660e+01, -5.234305917457e+00, 7.151077893771e+00
12, 1.440501942304e+02, 6.888787315573e+01, -5.233367192813e+00, 7.148990916265e+00
13, 1.440499730052e+02, 6.890697593836e+01, -5.232681866357e+00, 7.147387773432e+00
14, 1.440497514343e+02, 6.892508487688e+01, -5.232039726745e+00, 7.145869275783e+00
15, 1.440492260790e+02, 6.896862443586e+01, -5.230488870047e+00, 7.142219453250e+00
16, 1.440487028709e+02, 6.900842159248e+01, -5.229100050643e+00, 7.138887714508e+00
17, 1.440482041385e+02, 6.903930122078e+01, -5.228093834930e+00, 7.136294437431e+00
18, 1.440477160754e+02, 6.906546955298e+01, -5.227294454913e+00, 7.134103218356e+00
19, 1.440472415810e+02, 6.908217319686e+01, -5.226909447857e+00, 7.132703203170e+00
20, 1.440470492619e+02, 6.908457718794e+01, -5.226949089808e+00, 7.132500719644e+00
21, 1.440468598557e+02, 6.908135115842e+01, -5.227238053830e+00, 7.132771044751e+00
22, 1.440464286027e+02, 6.906756986145e+01, -5.228185198486e+00, 7.133926459955e+00
23, 1.440461167426e+02, 6.905473963881e+01, -5.229003237163e+00, 7.135002402007e+00
24, 1.440457170884e+02, 6.902718632649e+01, -5.230548982859e+00, 7.137313176939e+00
25, 1.440455536845e+02, 6.901237323956e+01, -5.231340438831e+00, 7.138557995467e+00
26, 1.440453950438e+02, 6.899943854766e+01, -5.232043804461e+00, 7.139638383403e+00
27, 1.440450046961e+02, 6.897556602821e+01, -5.233416773211e+00, 7.141640650344e+00
28, 1.440448415108e+02, 6.896725436795e+01, -5.233915393451e+00, 7.142335093981e+00
29, 1.440446165867e+02, 6.896215118032e+01, -5.234316834471e+00, 7.142763367486e+00
30, 1.440443915323e+02, 6.895942843308e+01, -5.234611930007e+00, 7.142990791020e+00
31, 1.440442238629e+02, 6.895758134737e+01, -5.234823707961e+00, 7.143144648379e+00
32, 1.440438166526e+02, 6.895594587790e+01, -5.235210340843e+00, 7.143282042585e+00
33, 1.440434171752e+02, 6.895583686345e+01, -5.235523145577e+00, 7.143290401473e+00
34, 1.440430249380e+02, 6.895499955521e+01, -5.235863894607e+00, 7.143360767284e+00
35, 1.440427356565e+02, 6.895317265623e+01, -5.236169677983e+00, 7.143515434052e+00
36, 1.440424518612e+02, 6.895177563856e+01, -5.236451402318e+00, 7.143632884938e+00
37, 1.440420808711e+02, 6.894592464931e+01, -5.237000389982e+00, 7.144123166742e+00
38, 1.440419295953e+02, 6.894156977458e+01, -5.237312971549e+00, 7.144488845707e+00
39, 1.440416551348e+02, 6.893355611194e+01, -5.237884401862e+00, 7.145162199483e+00
40, 1.440412969840e+02, 6.892626271007e+01, -5.238486883773e+00, 7.145773205230e+00
41, 1.440409395430e+02, 6.892114128206e+01, -5.238990426880e+00, 7.146202086705e+00
42, 1.440405798522e+02, 6.891846379299e+01, -5.239387245931e+00, 7.146427018883e+00
43, 1.440404315975e+02, 6.891718086835e+01, -5.239558464426e+00, 7.146534340142e+00
44, 1.440400736024e+02, 6.891540830101e+01, -5.239913164402e+00, 7.146683771243e+00
45, 1.440397250904e+02, 6.891370899355e+01, -5.240258260819e+00, 7.146827020247e+00
46, 1.440395825681e+02, 6.891147142781e+01, -5.240468341953e+00, 7.147014999303e+00
47, 1.440392385166e+02, 6.890856304861e+01, -5.240864198729e+00, 7.147260031316e+00
48, 1.440389011796e+02, 6.890663096223e+01, -5.241211684804e+00, 7.147425195961e+00
49, 1.440385727069e+02, 6.890399554445e+01, -5.241582088327e+00, 7.147640736772e+00
50, 1.440383295576e+02, 6.890041229020e+01, -5.241929987226e+00, 7.147941921267e+00
