# Iter Ux Uy Fx Fy
2, 1.440781510609e+02, 5.566282831660e+01, -5.741294398313e+00, 8.257951072665e+00
3, 1.440923493237e+02, 5.312565010338e+01, -5.819386238886e+00, 8.470512620308e+00
4, 1.440974352329e+02, 5.241913979753e+01, -5.839760676862e+00, 8.529637118299e+00
5, 1.440992542394e+02, 5.217107810854e+01, -5.846754526091e+00, 8.550391623724e+00
6, 1.441000738393e+02, 5.207708822226e+01, -5.849380369092e+00, 8.558254724899e+00
7, 1.441004228937e+02, 5.203966334294e+01, -5.850420753538e+00, 8.561384304485e+00
8, 1.441005577268e+02, 5.202418377095e+01, -5.850851950856e+00, 8.562680685536e+00
9, 1.441006497118e+02, 5.201508971481e+01, -5.851104564002e+00, 8.563441787700e+00
10, 1.441006796472e+02, 5.201169711109e+01, -5.851199206353e+00, 8.563726143856e+00
11, 1.441007112930e+02, 5.200959001178e+01, -5.851257883010e+00, 8.563902861823e+00
12, 1.441007174039e+02, 5.200882204706e+01, -5.851278661659e+00, 8.563966440229e+00
13, 1.441007240914e+02, 5.200812196499e+01, -5.851298515750e+00, 8.564025485304e+00
14, 1.441007240298e+02, 5.200811141900e+01, -5.851298769675e+00, 8.564026676461e+00
15, 1.441007205277e+02, 5.200845693019e+01, -5.851288950202e+00, 8.563997558869e+00
16, 1.441007203837e+02, 5.200852552978e+01, -5.851286936414e+00, 8.563991468488e+00
17, 1.441007134813e+02, 5.200921294705e+01, -5.851268145659e+00, 8.563934111496e+00
18, 1.441007173068e+02, 5.200885934441e+01, -5.851277790611e+00, 8.563963820130e+00
19, 1.441006870698e+02, 5.201095005119e+01, -5.851219021603e+00, 8.563787659015e+00
20, 1.441006970394e+02, 5.201114950786e+01, -5.851214543352e+00, 8.563772704106e+00
21, 1.441006824663e+02, 5.201149594124e+01, -5.851204547259e+00, 8.563742376174e+00
22, 1.441006823654e+02, 5.201152996990e+01, -5.851202995861e+00, 8.563738883101e+00
23, 1.441006766168e+02, 5.201210244800e+01, -5.851187443714e+00, 8.563691544961e+00
24, 1.441006720873e+02, 5.201262144797e+01, -5.851173084558e+00, 8.563648093778e+00
25, 1.441006712373e+02, 5.201273974714e+01, -5.851169838150e+00, 8.563638451490e+00
26, 1.441006726617e+02, 5.201257947955e+01, -5.851174288466e+00, 8.563651651472e+00
27, 1.441006722293e+02, 5.201262400155e+01, -5.851173144552e+00, 8.563648116550e+00
28, 1.441006723283e+02, 5.201256724975e+01, -5.851174520223e+00, 8.563652858649e+00
29, 1.441006721917e+02, 5.201259512646e+01, -5.851173972234e+00, 8.563650574582e+00
30, 1.441006721876e+02, 5.201260294650e+01, -5.851173851481e+00, 8.563649725540e+00
31, 1.441006719665e+02, 5.201264587457e+01, -5.851172380806e+00, 8.563646090545e+00
32, 1.441006721560e+02, 5.201269255868e+01, -5.851171452093e+00, 8.563642728595e+00
33, 1.441006703459e+02, 5.201277133393e+01, -5.851168852688e+00, 8.563635515354e+00
34, 1.441006698363e+02, 5.201283789685e+01, -5.851167349239e+00, 8.563630456032e+00
35, 1.441006684263e+02, 5.201305322301e+01, -5.851162159546e+00, 8.563613193177e+00
36, 1.441006669599e+02, 5.201319442851e+01, -5.851157879162e+00, 8.563601130180e+00
37, 1.441006779477e+02, 5.201327214862e+01, -5.851154869120e+00, 8.563593933722e+00
38, 1.441006641089e+02, 5.201353786109e+01, -5.851148867919e+00, 8.563573086139e+00
39, 1.441006637319e+02, 5.201361328988e+01, -5.851145563447e+00, 8.563565106283e+00
40, 1.441006482224e+02, 5.201390177718e+01, -5.851137353667e+00, 8.563540348313e+00
41, 1.441006615863e+02, 5.201378542122e+01, -5.851140872867e+00, 8.563550794560e+00
42, 1.441006541282e+02, 5.201468908455e+01, -5.851115994390e+00, 8.563475708148e+00
43, 1.441006514392e+02, 5.201495638610e+01, -5.851108516310e+00, 8.563453313601e+00
44, 1.441006504811e+02, 5.201514364114e+01, -5.851102676010e+00, 8.563436371621e+00
45, 1.441006489948e+02, 5.201519722695e+01, -5.851101720386e+00, 8.563432726814e+00
46, 1.441006484244e+02, 5.201534610787e+01, -5.851096976407e+00, 8.563419487785e+00
47, 1.441006475117e+02, 5.201527215781e+01, -5.851099826795e+00, 8.563427655973e+00
48, 1.441006312842e+02, 5.201574401452e+01, -5.851087309398e+00, 8.563387838351e+00
49, 1.441006432003e+02, 5.201588178901e+01, -5.851082560566e+00, 8.563375612936e+00
50, 1.441006421513e+02, 5.201592390719e+01, -5.851081347319e+00, 8.563371764399e+00
