# Iter Ux Uy Fx Fy
2, 1.440780824658e+02, 5.566540052916e+01, -5.741254459754e+00, 8.257738458419e+00
3, 1.440917818180e+02, 5.319851749638e+01, -5.817341771734e+00, 8.464420656584e+00
4, 1.440971333848e+02, 5.243012412615e+01, -5.839575626195e+00, 8.528720442518e+00
5, 1.440991085277e+02, 5.215182469811e+01, -5.847454715304e+00, 8.551999798523e+00
6, 1.440996051484e+02, 5.209142053161e+01, -5.849161418554e+00, 8.557050306500e+00
7, 1.440996719731e+02, 5.208213349432e+01, -5.849435314857e+00, 8.557825650274e+00
8, 1.440997778664e+02, 5.206361162223e+01, -5.849989306888e+00, 8.559372162428e+00
9, 1.440998704978e+02, 5.204643282392e+01, -5.850503621929e+00, 8.560804780157e+00
10, 1.440999491671e+02, 5.203067888242e+01, -5.850976820855e+00, 8.562118593565e+00
11, 1.441000941551e+02, 5.200842055402e+01, -5.851631228573e+00, 8.563978640509e+00
12, 1.441001709796e+02, 5.199629317680e+01, -5.851982538878e+00, 8.564990833877e+00
13, 1.441002605997e+02, 5.197997895306e+01, -5.852471927672e+00, 8.566353334714e+00
14, 1.441002481045e+02, 5.197802244313e+01, -5.852540876865e+00, 8.566515340046e+00
15, 1.441001168464e+02, 5.198561819411e+01, -5.852366486183e+00, 8.565876239326e+00
16, 1.441000320208e+02, 5.199078846007e+01, -5.852242532850e+00, 8.565441259079e+00
17, 1.440998300604e+02, 5.200553115413e+01, -5.851869273640e+00, 8.564203579224e+00
18, 1.440996197109e+02, 5.202040516747e+01, -5.851489854027e+00, 8.562954258544e+00
19, 1.440995300608e+02, 5.202725867348e+01, -5.851314092633e+00, 8.562379346875e+00
20, 1.440992439952e+02, 5.205037296264e+01, -5.850706168234e+00, 8.560440411418e+00
21, 1.440989917938e+02, 5.207353488837e+01, -5.850093892866e+00, 8.558499429107e+00
22, 1.440988991311e+02, 5.207852021267e+01, -5.849972926466e+00, 8.558078858395e+00
23, 1.440988933500e+02, 5.207701006264e+01, -5.850029292348e+00, 8.558205144897e+00
24, 1.440988895318e+02, 5.207411674861e+01, -5.850124220820e+00, 8.558444682875e+00
25, 1.440989251519e+02, 5.206461148147e+01, -5.850424984725e+00, 8.559239592359e+00
26, 1.440989633762e+02, 5.205157618363e+01, -5.850819979761e+00, 8.560325271000e+00
27, 1.440990141947e+02, 5.204361474638e+01, -5.851056630861e+00, 8.560991845880e+00
28, 1.440990918315e+02, 5.203234430241e+01, -5.851385480319e+00, 8.561934721013e+00
29, 1.440992839674e+02, 5.200441668325e+01, -5.852197141642e+00, 8.564271975846e+00
30, 1.440993732783e+02, 5.199184894668e+01, -5.852560878211e+00, 8.565323902255e+00
31, 1.440993913416e+02, 5.198817417147e+01, -5.852678637343e+00, 8.565633553091e+00
32, 1.440993464160e+02, 5.198603456994e+01, -5.852772763140e+00, 8.565810785214e+00
33, 1.440992699196e+02, 5.198710110385e+01, -5.852775844243e+00, 8.565718564603e+00
34, 1.440992272349e+02, 5.198878894470e+01, -5.852742736391e+00, 8.565575789505e+00
35, 1.440990731352e+02, 5.199866319919e+01, -5.852501826544e+00, 8.564746366242e+00
36, 1.440988983728e+02, 5.201125259983e+01, -5.852184015510e+00, 8.563689823530e+00
37, 1.440987544383e+02, 5.202204996449e+01, -5.851907563517e+00, 8.562784030059e+00
38, 1.440985061155e+02, 5.204223285115e+01, -5.851375714605e+00, 8.561089610600e+00
39, 1.440982634670e+02, 5.206279646249e+01, -5.850832592873e+00, 8.559365145258e+00
40, 1.440982392227e+02, 5.206340082119e+01, -5.850829093004e+00, 8.559315219728e+00
41, 1.440982688712e+02, 5.205178274552e+01, -5.851184625798e+00, 8.560282501835e+00
42, 1.440983137844e+02, 5.204442735230e+01, -5.851403451031e+00, 8.560899585889e+00
43, 1.440983863458e+02, 5.203370188926e+01, -5.851716884250e+00, 8.561798083232e+00
44, 1.440984655890e+02, 5.202222504572e+01, -5.852050582880e+00, 8.562759265931e+00
45, 1.440986612633e+02, 5.199434429038e+01, -5.852859773202e+00, 8.565096488533e+00
46, 1.440987476437e+02, 5.198209957950e+01, -5.853214064227e+00, 8.566122686846e+00
47, 1.440987247757e+02, 5.197857434178e+01, -5.853344760629e+00, 8.566418573665e+00
48, 1.440986922791e+02, 5.197923721087e+01, -5.853339322793e+00, 8.566362371288e+00
49, 1.440985657275e+02, 5.198745292328e+01, -5.853134061429e+00, 8.565670700752e+00
50, 1.440983647563e+02, 5.200347072440e+01, -5.852718432439e+00, 8.564327513749e+00
