# Iter, weightedAverage(Ux), weightedAverage(Uy), total_x, total_y, force
32, 1.4415992252826743e+02, 4.5531903794769839e+01, -6.0185811158027507e+00, 9.1135257071644080e+00, 9.114737908921525
33, 1.4415995359344927e+02, 4.5531575126289930e+01, -6.0184670275271275e+00, 9.1135442870895993e+00, 9.114756600339861
34, 1.4416000466108983e+02, 4.5530705019325886e+01, -6.0186049740924288e+00, 9.1136820639996134e+00, 9.114894510806794
35, 1.4416002132212756e+02, 4.5529741728614738e+01, -6.0186765804797968e+00, 9.1137585147955509e+00, 9.114971001195096
36, 1.4415997499507580e+02, 4.5523689996766727e+01, -6.0185842976122803e+00, 9.1137560610152075e+00, 9.114968578145298
37, 1.4415993929690646e+02, 4.5520733483558516e+01, -6.0186312495666705e+00, 9.1137837103967883e+00, 9.114996244415025
38, 1.4415988924382791e+02, 4.5517491589406561e+01, -6.0185906954458757e+00, 9.1137441824177685e+00, 9.114956727030027
39, 1.4415984747238522e+02, 4.5514036800079978e+01, -6.0186344500713513e+00, 9.1137624543452809e+00, 9.114975016356579
40, 1.4415980571906184e+02, 4.5510495983317568e+01, -6.0186134317256839e+00, 9.1137350219531417e+00, 9.114947596607312
41, 1.4415977916525205e+02, 4.5507053308541380e+01, -6.0186397540173671e+00, 9.1137398069798365e+00, 9.114952398815154
42, 1.4415976136968095e+02, 4.5503890682910225e+01, -6.0186306113464250e+00, 9.1137226895440389e+00, 9.114935296912291
43, 1.4415975459577285e+02, 4.5501099340002085e+01, -6.0186466712756230e+00, 9.1137271707106713e+00, 9.11493979653604
44, 1.4415974827556761e+02, 4.5498625409723118e+01, -6.0186439387458268e+00, 9.1137223073458173e+00, 9.114934950448422
45, 1.4415973402277996e+02, 4.5496282426891305e+01, -6.0186488565885874e+00, 9.1137248671384494e+00, 9.11493752832771
46, 1.4415970380601959e+02, 4.5493837376616852e+01, -6.0186490235325145e+00, 9.1137268968224596e+00, 9.114939575514983
47, 1.4415966380929751e+02, 4.5491118326158620e+01, -6.0186493994825172e+00, 9.1137310131468574e+00, 9.114943708874625
48, 1.4415962713122221e+02, 4.5488093082496214e+01, -6.0186490759475628e+00, 9.1137374786214238e+00, 9.114950190516751
49, 1.4415960874927197e+02, 4.5484884072413259e+01, -6.0186448130708499e+00, 9.1137408948289504e+00, 9.114953621566995
50, 1.4415962771278240e+02, 4.5481715191814075e+01, -6.0186456712120640e+00, 9.1137496779266556e+00, 9.114962418746938
