# Iter, weightedAverage(Ux), weightedAverage(Uy), total_x, total_y, avgUy
37, 1.4403235048740936e+02, 7.4887494349775665e+01, -4.9831184753232733e+00, 6.6496294676624972e+00, 74.88749434977566
38, 1.4403195514577087e+02, 7.4877876611259637e+01, -4.9835291033661182e+00, 6.6502925544100533e+00, 74.87787661125964
39, 1.4403172163222399e+02, 7.4873393833503499e+01, -4.9838331005285115e+00, 6.6507464617570067e+00, 74.8733938335035
40, 1.4403043463633969e+02, 7.4837992718493908e+01, -4.9849005816248013e+00, 6.6519484356593344e+00, 74.83799271849391
41, 1.4403091549155675e+02, 7.4851061326450235e+01, -4.9851566818426791e+00, 6.6521703885552732e+00, 74.85106132645024
42, 1.4403118652828121e+02, 7.4858385586510664e+01, -4.9852933956982737e+00, 6.6521764504061345e+00, 74.85838558651066
43, 1.4403125061194953e+02, 7.4849741563922137e+01, -4.9825124667806824e+00, 6.6514088609416140e+00, 74.84974156392214
44, 1.4403085883837630e+02, 7.4835716143940687e+01, -4.9847979862533958e+00, 6.6503178452689289e+00, 74.83571614394069
45, 1.4403070400307590e+02, 7.4832346367447670e+01, -4.9846716230564780e+00, 6.6500708933264274e+00, 74.83234636744767
46, 1.4403012366133220e+02, 7.4839077064567377e+01, -4.9855631558636473e+00, 6.6511480672750469e+00, 74.83907706456738
47, 1.4403065443425032e+02, 7.4852790869517790e+01, -4.9830605107672632e+00, 6.6513781166814576e+00, 74.85279086951779
48, 1.4403053077988750e+02, 7.4846765069814438e+01, -4.9858735141684294e+00, 6.6512085585979372e+00, 74.84676506981444
49, 1.4403046707780933e+02, 7.4846067999221702e+01, -4.9858719939676392e+00, 6.6512063574117706e+00, 74.8460679992217
50, 1.4403056605970849e+02, 7.4853398293855690e+01, -4.9861466511900634e+00, 6.6513464678850500e+00, 74.85339829385569
