# Iter, weightedAverage(Ux), weightedAverage(Uy), total_x, total_y, force
24, 1.4411726815880144e+02, 5.1027813402094800e+01, -5.8793665420179755e+00, 8.6519607157539671e+00, 8.65240817844591
25, 1.4411726837075051e+02, 5.1026989415550190e+01, -5.8792674311744904e+00, 8.6518854484628847e+00, 8.652332902272775
26, 1.4411727203543580e+02, 5.1026552195226920e+01, -5.8793202078136195e+00, 8.6519338515346984e+00, 8.652381325550175
27, 1.4411725288748994e+02, 5.1025535113953993e+01, -5.8793161435931927e+00, 8.6519060895077917e+00, 8.652353560486929
28, 1.4411724429523508e+02, 5.1024912781265350e+01, -5.8793361866752409e+00, 8.6519270603190979e+00, 8.652374539371641
29, 1.4411721671233988e+02, 5.1023787203811125e+01, -5.8793408220513150e+00, 8.6519228969196451e+00, 8.652370374607017
30, 1.4411716375551762e+02, 5.1021888690372506e+01, -5.8793447074716383e+00, 8.6519334439370610e+00, 8.652380921731652
31, 1.4411711057142298e+02, 5.1019584192768370e+01, -5.8793353549579166e+00, 8.6519346295191237e+00, 8.652382103851796
32, 1.4411705959304692e+02, 5.1017045807788698e+01, -5.8793390063203264e+00, 8.6519478208560763e+00, 8.652395291279744
33, 1.4411702952293106e+02, 5.1014511351441143e+01, -5.8793183370251789e+00, 8.6519416971037391e+00, 8.652389159458707
34, 1.4411703268231534e+02, 5.1012179547511622e+01, -5.8793470590108781e+00, 8.6519780018073309e+00, 8.652425457971761
35, 1.4411704489201520e+02, 5.1010608855352324e+01, -5.8793228864316456e+00, 8.6519569431320384e+00, 8.652404373489182
36, 1.4411707160028263e+02, 5.1009154451888961e+01, -5.8793135545371422e+00, 8.6519461727787537e+00, 8.652393589173812
37, 1.4411710646826023e+02, 5.1007245794417024e+01, -5.8793483044567472e+00, 8.6519926461718146e+00, 8.652440055052891
38, 1.4411712261490504e+02, 5.1005689245630364e+01, -5.8793055907019260e+00, 8.6519494957018264e+00, 8.652396872386712
39, 1.4411713494780619e+02, 5.1003235003002125e+01, -5.8793555985437536e+00, 8.6520001553482953e+00, 8.652447523497386
40, 1.4411712597439737e+02, 5.1001009818630372e+01, -5.8792255816632801e+00, 8.6518727471722094e+00, 8.652320082259978
41, 1.4411710140028504e+02, 5.0997498525122190e+01, -5.8794826621454135e+00, 8.6521046154316110e+00, 8.652551965857729
42, 1.4411707546088630e+02, 5.0995543529162170e+01, -5.8794321878041584e+00, 8.6519737220581394e+00, 8.652420966034514
43, 1.4411705220297489e+02, 5.0993497069288594e+01, -5.8793725141091953e+00, 8.6519731921249718e+00, 8.652420408049412
44, 1.4411702014513676e+02, 5.0990350800953998e+01, -5.8793302860123093e+00, 8.6519376640848815e+00, 8.652384855888863
45, 1.4411698629227496e+02, 5.0986258452502035e+01, -5.8793612088803089e+00, 8.6519607265654486e+00, 8.652407912645449
46, 1.4411697076806948e+02, 5.0983448343689112e+01, -5.8792872093274990e+00, 8.6518839348296304e+00, 8.652331104242062
47, 1.4411696759986054e+02, 5.0980207887772323e+01, -5.8794466545207857e+00, 8.6520204170603314e+00, 8.652467597602396
48, 1.4411696296877798e+02, 5.0978814093011046e+01, -5.8794123772619580e+00, 8.6519459868545479e+00, 8.652393108964297
49, 1.4411696692121109e+02, 5.0977554248909001e+01, -5.8793681906240067e+00, 8.6519352599460415e+00, 8.652382368165361
50, 1.4411697739676762e+02, 5.0975337500982661e+01, -5.8793540246935230e+00, 8.6519249985892959e+00, 8.652372101181841
