# Iter, weightedAverage(Ux), weightedAverage(Uy), total_x, total_y, avgUy
40, 1.4416045054621276e+02, 4.5395099049782957e+01, -6.0209649843695319e+00, 9.1183453198077125e+00, 45.39509904978296
41, 1.4416059467426476e+02, 4.5396184365913960e+01, -6.0210914786979215e+00, 9.1184041491302121e+00, 45.39618436591396
42, 1.4416068541593441e+02, 4.5397260794377893e+01, -6.0212026544741990e+00, 9.1184621460966593e+00, 45.39726079437789
43, 1.4416061364853510e+02, 4.5396225634040249e+01, -6.0196448974047936e+00, 9.1155216823085699e+00, 45.39622563404025
44, 1.4416046446907239e+02, 4.5392564527086428e+01, -6.0194775267782425e+00, 9.1154234962872778e+00, 45.39256452708643
45, 1.4416045125466849e+02, 4.5390109202079458e+01, -6.0193424503534105e+00, 9.1153320969212928e+00, 45.39010920207946
46, 1.4416047787227657e+02, 4.5389770457757066e+01, -6.0209271849322743e+00, 9.1178546130466316e+00, 45.38977045775707
47, 1.4416050761041689e+02, 4.5389645366580666e+01, -6.0210252535055693e+00, 9.1179048234963922e+00, 45.38964536658067
48, 1.4416051748108944e+02, 4.5389187226698830e+01, -6.0213427352380773e+00, 9.1183581208817550e+00, 45.38918722669884
49, 1.4416045415858727e+02, 4.5387093971479686e+01, -6.0194874873005757e+00, 9.1152904213513288e+00, 45.38709397147969
50, 1.4416039566035724e+02, 4.5384544059433772e+01, -6.0192539513595449e+00, 9.1150340133525667e+00, 45.38454405943378
